,STAT_CAUSE_DESCR
211488,Lightning
211489,Miscellaneous
211490,Campfire
211491,Fireworks
211492,Campfire
211493,Campfire
211494,Campfire
211495,Campfire
211496,Missing/Undefined
211497,Miscellaneous
211498,Miscellaneous
211499,Miscellaneous
211500,Campfire
211501,Miscellaneous
211502,Miscellaneous
211503,Debris Burning
211504,Children
211505,Lightning
211506,Debris Burning
211507,Debris Burning
211508,Lightning
211509,Campfire
211510,Miscellaneous
211511,Debris Burning
211512,Miscellaneous
211513,Arson
211514,Lightning
211515,Lightning
211516,Lightning
211517,Smoking
211518,Lightning
211519,Lightning
211520,Lightning
211521,Lightning
211522,Lightning
211523,Lightning
211524,Lightning
211525,Debris Burning
211526,Lightning
211527,Lightning
211528,Lightning
211529,Lightning
211530,Lightning
211531,Lightning
211532,Lightning
211533,Lightning
211534,Campfire
211535,Lightning
211536,Lightning
211537,Campfire
211538,Lightning
211539,Lightning
211540,Lightning
211541,Lightning
211542,Lightning
211543,Lightning
211544,Lightning
211545,Lightning
211546,Lightning
211547,Lightning
211548,Lightning
211549,Lightning
211550,Lightning
211551,Lightning
211552,Lightning
211553,Lightning
211554,Miscellaneous
211555,Lightning
211556,Lightning
211557,Lightning
211558,Lightning
211559,Lightning
211560,Lightning
211561,Lightning
211562,Lightning
211563,Lightning
211564,Lightning
211565,Lightning
211566,Lightning
211567,Lightning
211568,Lightning
211569,Lightning
211570,Lightning
211571,Lightning
211572,Lightning
211573,Lightning
211574,Lightning
211575,Lightning
211576,Lightning
211577,Lightning
211578,Lightning
211579,Debris Burning
211580,Arson
211581,Arson
211582,Debris Burning
211583,Lightning
211584,Lightning
211585,Campfire
211586,Lightning
211587,Campfire
211588,Lightning
211589,Structure
211590,Campfire
211591,Campfire
211592,Lightning
211593,Lightning
211594,Lightning
211595,Lightning
211596,Lightning
211597,Lightning
211598,Debris Burning
211599,Lightning
211600,Lightning
211601,Lightning
211602,Lightning
211603,Lightning
211604,Lightning
211605,Lightning
211606,Lightning
211607,Lightning
211608,Lightning
211609,Lightning
211610,Lightning
211611,Lightning
211612,Lightning
211613,Lightning
211614,Lightning
211615,Lightning
211616,Lightning
211617,Lightning
211618,Debris Burning
211619,Lightning
211620,Lightning
211621,Lightning
211622,Lightning
211623,Lightning
211624,Lightning
211625,Lightning
211626,Lightning
211627,Lightning
211628,Lightning
211629,Lightning
211630,Lightning
211631,Lightning
211632,Lightning
211633,Lightning
211634,Lightning
211635,Lightning
211636,Lightning
211637,Lightning
211638,Lightning
211639,Lightning
211640,Lightning
211641,Lightning
211642,Lightning
211643,Lightning
211644,Lightning
211645,Lightning
211646,Campfire
211647,Lightning
211648,Campfire
211649,Campfire
211650,Campfire
211651,Equipment Use
211652,Campfire
211653,Miscellaneous
211654,Campfire
238467,Lightning
238468,Lightning
238469,Miscellaneous
238470,Smoking
238471,Smoking
238472,Lightning
238473,Lightning
238474,Lightning
238475,Equipment Use
238476,Lightning
238477,Campfire
238478,Debris Burning
238479,Campfire
238480,Structure
238481,Lightning
238482,Arson
238483,Lightning
246812,Arson
246813,Lightning
246814,Campfire
246815,Lightning
246816,Lightning
305108,Arson
305109,Lightning
305110,Arson
305111,Arson
305112,Debris Burning
305113,Campfire
305114,Campfire
305115,Miscellaneous
305116,Arson
305117,Arson
305118,Campfire
305119,Miscellaneous
305120,Children
305121,Miscellaneous
305122,Campfire
305123,Campfire
305124,Campfire
305125,Campfire
305126,Railroad
305127,Campfire
305128,Lightning
305129,Miscellaneous
305130,Lightning
305131,Lightning
305132,Lightning
305133,Lightning
305134,Lightning
305135,Lightning
305136,Lightning
305137,Lightning
305138,Lightning
305139,Lightning
305140,Lightning
305141,Lightning
305142,Lightning
305143,Lightning
305144,Lightning
305145,Lightning
305146,Lightning
305147,Campfire
305148,Lightning
305149,Lightning
305150,Lightning
305151,Lightning
305152,Lightning
305153,Lightning
305154,Lightning
305155,Lightning
305156,Lightning
305157,Lightning
305158,Lightning
305159,Lightning
305160,Campfire
305161,Lightning
305162,Lightning
305163,Lightning
305164,Lightning
305165,Lightning
305166,Lightning
305167,Miscellaneous
305168,Lightning
305169,Lightning
305170,Lightning
305171,Lightning
305172,Campfire
305173,Lightning
305174,Lightning
305175,Lightning
305176,Lightning
305177,Lightning
305178,Lightning
305179,Lightning
305180,Lightning
305181,Lightning
305182,Lightning
305183,Lightning
305184,Lightning
305185,Lightning
305186,Lightning
305187,Arson
305188,Arson
305189,Arson
305190,Lightning
305191,Lightning
305192,Lightning
305193,Lightning
305194,Lightning
305195,Lightning
305196,Lightning
305197,Lightning
305198,Lightning
305199,Arson
305200,Lightning
305201,Debris Burning
305202,Arson
305203,Lightning
305204,Campfire
305205,Lightning
305206,Campfire
305207,Campfire
305208,Equipment Use
305209,Equipment Use
305210,Smoking
305211,Arson
305212,Arson
305213,Arson
305214,Arson
305215,Arson
305216,Debris Burning
305217,Arson
305218,Arson
305219,Campfire
305220,Campfire
305221,Arson
305222,Arson
305223,Arson
305224,Arson
305225,Debris Burning
305226,Debris Burning
305227,Campfire
305228,Arson
305229,Arson
305230,Debris Burning
305231,Debris Burning
305232,Arson
305233,Lightning
305234,Miscellaneous
305235,Arson
305236,Debris Burning
305237,Lightning
305238,Lightning
305239,Lightning
305240,Miscellaneous
305241,Campfire
305242,Miscellaneous
305243,Arson
305244,Campfire
305245,Debris Burning
305246,Miscellaneous
305247,Lightning
305248,Lightning
305249,Debris Burning
305250,Lightning
305251,Smoking
305252,Lightning
305253,Powerline
305254,Campfire
305255,Miscellaneous
305256,Campfire
305257,Lightning
305258,Lightning
305259,Debris Burning
305260,Debris Burning
305261,Lightning
305262,Lightning
305263,Arson
305264,Lightning
305265,Debris Burning
305266,Lightning
305267,Debris Burning
305268,Lightning
305269,Campfire
305270,Arson
305271,Campfire
305272,Arson
305273,Arson
305274,Arson
305275,Campfire
305276,Campfire
305277,Campfire
305278,Arson
305279,Miscellaneous
305280,Arson
305281,Miscellaneous
305282,Arson
305283,Arson
305284,Campfire
305285,Campfire
305286,Smoking
305287,Debris Burning
305288,Miscellaneous
305289,Arson
305290,Arson
305291,Debris Burning
305292,Debris Burning
305293,Miscellaneous
305294,Miscellaneous
305295,Debris Burning
305296,Arson
305297,Lightning
305298,Equipment Use
305299,Children
305300,Miscellaneous
305301,Miscellaneous
305302,Lightning
305303,Campfire
305304,Lightning
305305,Campfire
305306,Debris Burning
305307,Lightning
305308,Debris Burning
305309,Lightning
305310,Lightning
305311,Lightning
305312,Lightning
305313,Miscellaneous
305314,Lightning
305315,Lightning
305316,Lightning
305317,Lightning
305318,Lightning
305319,Lightning
305320,Lightning
305321,Lightning
305322,Lightning
305323,Lightning
305324,Equipment Use
305325,Lightning
305326,Lightning
305327,Lightning
305328,Lightning
305329,Arson
305330,Lightning
305331,Lightning
305332,Lightning
305333,Lightning
305334,Miscellaneous
305335,Lightning
305336,Lightning
305337,Powerline
305338,Lightning
305339,Lightning
305340,Lightning
305341,Lightning
305342,Lightning
305343,Lightning
305344,Lightning
305345,Equipment Use
305346,Miscellaneous
305347,Lightning
305348,Lightning
305349,Campfire
305350,Miscellaneous
305351,Lightning
305352,Lightning
305353,Lightning
305354,Lightning
305355,Lightning
305356,Lightning
305357,Lightning
305358,Lightning
305359,Lightning
305360,Lightning
305361,Lightning
305362,Lightning
305363,Lightning
305364,Lightning
305365,Lightning
305366,Lightning
305367,Lightning
305368,Lightning
305369,Lightning
305370,Lightning
305371,Lightning
305372,Lightning
305373,Lightning
305374,Lightning
305375,Lightning
305376,Lightning
305377,Lightning
305378,Lightning
305379,Lightning
305380,Lightning
305381,Lightning
305382,Lightning
305383,Lightning
305384,Lightning
305385,Lightning
305386,Lightning
305387,Lightning
305388,Lightning
305389,Lightning
305390,Lightning
305391,Lightning
305392,Lightning
305393,Lightning
305394,Lightning
305395,Lightning
305396,Lightning
305397,Lightning
305398,Lightning
305399,Lightning
305400,Lightning
305401,Lightning
305402,Lightning
305403,Lightning
305404,Lightning
305405,Lightning
305406,Lightning
305407,Lightning
305408,Lightning
305409,Lightning
305410,Lightning
305411,Lightning
305412,Lightning
305413,Lightning
305414,Miscellaneous
305415,Lightning
305416,Lightning
305417,Arson
305418,Lightning
305419,Lightning
305420,Miscellaneous
305421,Lightning
305422,Debris Burning
305423,Lightning
305424,Miscellaneous
305425,Campfire
305426,Campfire
305427,Campfire
305428,Lightning
305429,Miscellaneous
305430,Campfire
305431,Miscellaneous
305432,Debris Burning
305433,Arson
305434,Campfire
305435,Campfire
305436,Miscellaneous
305437,Arson
305438,Miscellaneous
305439,Debris Burning
305440,Debris Burning
305441,Arson
305442,Campfire
305443,Debris Burning
305444,Debris Burning
305445,Debris Burning
305446,Debris Burning
305447,Miscellaneous
305448,Lightning
305449,Arson
305450,Arson
305451,Debris Burning
305452,Lightning
305453,Lightning
305454,Lightning
305455,Debris Burning
305456,Debris Burning
305457,Arson
305458,Lightning
305459,Lightning
305460,Campfire
305461,Lightning
305462,Lightning
305463,Campfire
305464,Lightning
305465,Lightning
305466,Lightning
305467,Lightning
305468,Lightning
305469,Lightning
305470,Lightning
305471,Lightning
305472,Lightning
305473,Lightning
305474,Lightning
305475,Lightning
305476,Lightning
305477,Lightning
305478,Lightning
305479,Lightning
305480,Lightning
305481,Lightning
305482,Lightning
305483,Lightning
305484,Lightning
305485,Lightning
305486,Lightning
305487,Lightning
305488,Lightning
305489,Lightning
305490,Lightning
305491,Lightning
305492,Lightning
305493,Lightning
305494,Lightning
305495,Lightning
305496,Lightning
305497,Lightning
305498,Lightning
305499,Lightning
305500,Lightning
305501,Lightning
305502,Lightning
305503,Miscellaneous
305504,Lightning
305505,Lightning
305506,Lightning
305507,Missing/Undefined
305508,Missing/Undefined
305509,Campfire
305510,Campfire
305511,Debris Burning
305512,Arson
305513,Miscellaneous
305514,Campfire
305515,Lightning
305516,Missing/Undefined
305517,Campfire
305518,Lightning
305519,Arson
305520,Missing/Undefined
305521,Campfire
305522,Campfire
305523,Arson
305524,Campfire
305525,Campfire
305526,Miscellaneous
305527,Arson
305528,Equipment Use
305529,Equipment Use
305530,Campfire
305531,Children
305532,Miscellaneous
305533,Campfire
305534,Campfire
305535,Campfire
305536,Campfire
305537,Lightning
305538,Lightning
305539,Lightning
305540,Lightning
305541,Lightning
305542,Lightning
305543,Missing/Undefined
305544,Lightning
305545,Lightning
305546,Lightning
305547,Lightning
305548,Lightning
305549,Lightning
305550,Missing/Undefined
305551,Lightning
305552,Campfire
305553,Lightning
305554,Miscellaneous
305555,Lightning
305556,Lightning
305557,Lightning
305558,Lightning
305559,Lightning
305560,Lightning
305561,Campfire
305562,Lightning
305563,Campfire
305564,Lightning
305565,Lightning
305566,Lightning
305567,Lightning
305568,Lightning
305569,Lightning
305570,Lightning
305571,Missing/Undefined
305572,Lightning
305573,Lightning
305574,Lightning
305575,Lightning
305576,Structure
305577,Lightning
305578,Lightning
305579,Lightning
305580,Lightning
305581,Lightning
305582,Lightning
305583,Lightning
305584,Lightning
305585,Lightning
305586,Lightning
305587,Lightning
305588,Lightning
305589,Lightning
305590,Lightning
305591,Lightning
305592,Lightning
305593,Lightning
305594,Lightning
305595,Lightning
305596,Lightning
305597,Lightning
305598,Lightning
305599,Lightning
305600,Miscellaneous
305601,Lightning
305602,Lightning
305603,Lightning
305604,Lightning
305605,Lightning
305606,Lightning
305607,Lightning
305608,Lightning
305609,Lightning
305610,Lightning
305611,Lightning
305612,Lightning
305613,Lightning
305614,Lightning
305615,Lightning
305616,Lightning
305617,Lightning
305618,Lightning
305619,Lightning
305620,Lightning
305621,Lightning
305622,Lightning
305623,Lightning
305624,Lightning
305625,Lightning
305626,Lightning
305627,Lightning
305628,Lightning
305629,Lightning
305630,Lightning
305631,Lightning
305632,Arson
305633,Lightning
305634,Lightning
305635,Lightning
305636,Lightning
305637,Lightning
305638,Lightning
305639,Lightning
305640,Campfire
305641,Campfire
305642,Lightning
305643,Lightning
305644,Lightning
305645,Lightning
305646,Lightning
305647,Lightning
305648,Lightning
305649,Lightning
305650,Lightning
305651,Lightning
305652,Lightning
305653,Miscellaneous
305654,Lightning
305655,Fireworks
305656,Miscellaneous
305657,Lightning
305658,Lightning
305659,Lightning
305660,Lightning
305661,Lightning
305662,Debris Burning
305663,Lightning
305664,Lightning
305665,Lightning
305666,Lightning
305667,Lightning
305668,Lightning
305669,Campfire
305670,Lightning
305671,Lightning
305672,Lightning
305673,Lightning
305674,Miscellaneous
305675,Campfire
305676,Lightning
305677,Lightning
305678,Campfire
305679,Lightning
305680,Lightning
305681,Lightning
305682,Lightning
305683,Lightning
305684,Lightning
305685,Lightning
305686,Lightning
305687,Lightning
305688,Lightning
305689,Arson
305690,Lightning
305691,Campfire
305692,Miscellaneous
305693,Lightning
305694,Lightning
305695,Lightning
305696,Debris Burning
305697,Lightning
305698,Lightning
305699,Lightning
305700,Lightning
305701,Lightning
305702,Lightning
305703,Lightning
305704,Lightning
305705,Lightning
305706,Lightning
305707,Lightning
305708,Lightning
305709,Lightning
305710,Lightning
305711,Lightning
305712,Lightning
305713,Lightning
305714,Lightning
305715,Lightning
305716,Lightning
305717,Lightning
305718,Lightning
305719,Lightning
305720,Lightning
305721,Campfire
305722,Lightning
305723,Lightning
305724,Lightning
305725,Lightning
305726,Lightning
305727,Lightning
305728,Lightning
